name,country,region,locality,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
Centre nordique de l'Auberson,Switzerland,Vaud,Sainte-Croix,operating,no,yes,,35,119,1044,1163,,,europe,,,https://openskimap.org/?obj=ee75cfffc20c92dd7c3e8a45ac85255a432f7c2a,ee75cfffc20c92dd7c3e8a45ac85255a432f7c2a,Point,46.832607,6.455206,https://www.openstreetmap.org/relation/2783322
Domaine Nordique de Pessade,France,Auvergne-Rhône-Alpes,Saulzet-le-Froid,operating,no,yes,,13,266,1179,1445,,,europe,,http://www.tourisme-lescheires.com/les-activites-nordiques.html,https://openskimap.org/?obj=5d0baf79bc790209271afd09bbf3e21c923da6a2,5d0baf79bc790209271afd09bbf3e21c923da6a2,Point,45.626764,2.872105,https://www.openstreetmap.org/relation/2754619
Les Charbonnières - Le Lieu,Switzerland,Vaud,Le Lieu,operating,no,yes,,36,224,1013,1237,,,europe,,,https://openskimap.org/?obj=6a758e543cec035b64c51d78f9e0593189c63b99,6a758e543cec035b64c51d78f9e0593189c63b99,Point,46.662852,6.280118,https://www.openstreetmap.org/relation/2783334
Cauterets Pont d'Espagne,France,,Cauterets,operating,yes,yes,3,11,242,1515,1757,4,2,europe,,,https://openskimap.org/?obj=f9a7b501ed966ed140fc2b5290e472c0a825d9be,f9a7b501ed966ed140fc2b5290e472c0a825d9be,Point,42.84727,-0.159451,https://www.openstreetmap.org/relation/2873910
Méaudre,France,Auvergne-Rhône-Alpes,Autrans-Méaudre en Vercors,operating,no,yes,,32,493,977,1470,,,europe,,,https://openskimap.org/?obj=c7dd57ed04bfd573f9cfc02c0b17ac2e0a745f56,c7dd57ed04bfd573f9cfc02c0b17ac2e0a745f56,Point,45.122663,5.508321,https://www.openstreetmap.org/relation/2801725
Le Risoux,France,,Bellefontaine,operating,no,yes,,26,105,1191,1296,,,europe,,,https://openskimap.org/?obj=fb15f1c35ac4a46465ec5fa36950117c42dc7e36,fb15f1c35ac4a46465ec5fa36950117c42dc7e36,Point,46.536542,6.090363,https://www.openstreetmap.org/relation/3161183
Le Brassus / La Thomassette,Switzerland,Vaud,Le Chenit,operating,no,yes,,65,428,1015,1443,,,europe,,,https://openskimap.org/?obj=47f88d8eb069d5686f3d18ea23694399d26bf452,47f88d8eb069d5686f3d18ea23694399d26bf452,Point,46.565227,6.181271,https://www.openstreetmap.org/relation/3161196
La Givrine,Switzerland,Vaud,Saint-Cergue,operating,no,yes,,4,132,1218,1350,,,europe,,,https://openskimap.org/?obj=d67ecee48bf78aa4db26d2ec793b932c41c2e7d0,d67ecee48bf78aa4db26d2ec793b932c41c2e7d0,Point,46.462337,6.120644,https://www.openstreetmap.org/relation/3533852
Le Mollendruz,Switzerland,Vaud,L’Isle,operating,no,yes,,66,512,999,1511,,,europe,,,https://openskimap.org/?obj=e381d4e039630d6016ed11e6ec9c795a414719e6,e381d4e039630d6016ed11e6ec9c795a414719e6,Point,46.633844,6.349899,https://www.openstreetmap.org/relation/3161200
Grindelwald - Männlichen (Schlittelpiste),Switzerland,,Grindelwald,operating,yes,no,5,,595,1619,2214,4,2,europe,,,https://openskimap.org/?obj=17b19c745f7d69545421bdb985f0b981abfc70ae,17b19c745f7d69545421bdb985f0b981abfc70ae,Point,46.61713,7.966453,https://www.openstreetmap.org/relation/3398479
Punto de Nieves Santa Ines,Spain,Castile and León,Vinuesa,operating,yes,no,1,,74,1752,1826,2,2,europe,,,https://openskimap.org/?obj=37f2df47c64be8ab0767bc65b3118e204e76e88b,37f2df47c64be8ab0767bc65b3118e204e76e88b,Point,42.03815,-2.782441,https://www.openstreetmap.org/relation/3545062
El Morredero,Spain,Castile and León,Ponferrada,operating,yes,no,4,,241,1757,1998,3,3,europe,,,https://openskimap.org/?obj=a005d05d07127924ceabfd883cef8041c3432356,a005d05d07127924ceabfd883cef8041c3432356,Point,42.405821,-6.521758,https://www.openstreetmap.org/relation/3545052
Le Marchairuz,Switzerland,Vaud,Le Chenit,operating,no,yes,,17,113,1269,1382,,,europe,,,https://openskimap.org/?obj=d797f25a011e57655f961c59a3334e050498f6c6,d797f25a011e57655f961c59a3334e050498f6c6,Point,46.535713,6.219531,https://www.openstreetmap.org/relation/3533850
Sarıkamış Cıbıltepe,Turkey,,Sarıkamış,operating,yes,no,15,,462,2165,2627,3,,europe,,,https://openskimap.org/?obj=a00459ece894425bfa699cada452e149ce22f7f1,a00459ece894425bfa699cada452e149ce22f7f1,Point,40.301595,42.60374,https://www.openstreetmap.org/relation/3913810
Karakoli,Greece,,Metsovo,operating,yes,no,3,,176,1377,1553,3,2,europe,,,https://openskimap.org/?obj=aa7c1057c865309947c4432c984e1809570ea61b,aa7c1057c865309947c4432c984e1809570ea61b,Point,39.782078,21.15443,https://www.openstreetmap.org/relation/3919373
Valle del Sol,Spain,Castile and León,Pineda de la Sierra,operating,no,no,,,354,1492,1846,2,2,europe,,,https://openskimap.org/?obj=f5a0ce2afce613e3986efbc9e3cbd1ebbdc3ff80,f5a0ce2afce613e3986efbc9e3cbd1ebbdc3ff80,Point,42.190666,-3.306889,https://www.openstreetmap.org/relation/3545061
Col de Plainpalais,France,Auvergne-Rhône-Alpes,Les Déserts,operating,yes,no,3,,265,1170,1435,1,1,europe,,,https://openskimap.org/?obj=f89ceb8321ada7bbcd732a812336bf5dfcf34cb5,f89ceb8321ada7bbcd732a812336bf5dfcf34cb5,Point,45.641784,6.022725,https://www.openstreetmap.org/relation/3922977
Passo Godi di Scanno,Italy,Abruzzo,Scanno,operating,yes,no,4,,232,1547,1779,6,6,europe,,,https://openskimap.org/?obj=864c0e04218bbd3cb1017d671a620cb0e5a81c2b,864c0e04218bbd3cb1017d671a620cb0e5a81c2b,Point,41.835462,13.926021,https://www.openstreetmap.org/relation/3955867
Aillon-Margériaz,France,Auvergne-Rhône-Alpes,Les Déserts,operating,yes,no,20,,423,1387,1810,10,9,europe,,,https://openskimap.org/?obj=df9a26b589d512af30d78fa6ad55e745a3a677e3,df9a26b589d512af30d78fa6ad55e745a3a677e3,Point,45.637828,6.050674,https://www.openstreetmap.org/relation/3922976
Campo Felice,Italy,Abruzzo,Rocca di Cambio,operating,yes,no,24,,612,1428,2040,16,6,europe,,,https://openskimap.org/?obj=6188b040922df2ed99ef3762659adf5cb67149b0,6188b040922df2ed99ef3762659adf5cb67149b0,Point,42.205452,13.463526,https://www.openstreetmap.org/relation/3956249
Pian del Frais,Italy,Piedmont,Chiomonte,operating,yes,no,9,,419,1464,1883,6,4,europe,,,https://openskimap.org/?obj=029ea37ac7ebaeaf0dec8bc2f07bb15c61847964,029ea37ac7ebaeaf0dec8bc2f07bb15c61847964,Point,45.099532,7.001131,https://www.openstreetmap.org/relation/3967376
Borsec,Romania,,Borsec,operating,yes,no,2,,126,935,1061,1,1,europe,,,https://openskimap.org/?obj=a2e86393f511a6d3f79885631d2bce3dda17f484,a2e86393f511a6d3f79885631d2bce3dda17f484,Point,46.977728,25.581774,https://www.openstreetmap.org/relation/4136241
Pian delle Betulle,Italy,Lombardy,Margno,operating,yes,no,3,,242,1472,1714,4,2,europe,,,https://openskimap.org/?obj=7c4fc6994f5a7241be37abc98570437b7585cf17,7c4fc6994f5a7241be37abc98570437b7585cf17,Point,46.029056,9.405728,https://www.openstreetmap.org/relation/3996813
P.O.M.A. Malenovice,Czech Republic,Moravian-Silesian Region,Malenovice,operating,yes,no,0,,105,606,711,2,2,europe,,,https://openskimap.org/?obj=88e660774595fbc8884d78811a13a2d6ba737bcb,88e660774595fbc8884d78811a13a2d6ba737bcb,Point,49.562964,18.421429,https://www.openstreetmap.org/relation/4560334
Nistos,France,,Nistos,operating,no,yes,,13,137,1575,1712,,,europe,,https://nistos-ski.fr/,https://openskimap.org/?obj=6d2e0f0dd12fd7ca79c861af6c81dbd8a16faf07,6d2e0f0dd12fd7ca79c861af6c81dbd8a16faf07,Point,42.942606,0.454512,https://www.openstreetmap.org/relation/4143350
Ski areál Olešnice na Moravě,Czech Republic,South Moravian Region,Olešnice,operating,yes,no,1,,88,562,650,3,3,europe,,,https://openskimap.org/?obj=74054846295f4f0d2d5389e2a3ef2c707d2b4898,74054846295f4f0d2d5389e2a3ef2c707d2b4898,Point,49.557432,16.409726,https://www.openstreetmap.org/relation/4285345
"Hiihtokeskus Syöte, Ski resort Syöte",Finland,,Pudasjärvi,operating,no,yes,,103,240,182,422,,,europe,,,https://openskimap.org/?obj=6e98e0d007323253984575c20d0ac9c051bd7b2a,6e98e0d007323253984575c20d0ac9c051bd7b2a,Point,65.631808,27.639457,https://www.openstreetmap.org/relation/4537630
Golf & Ski Resort Ostravice,Czech Republic,Moravian-Silesian Region,Ostravice,operating,no,yes,,4,50,418,468,,,europe,,https://www.ostravice-golf.cz/,https://openskimap.org/?obj=81a1ae2a8649c963580016f67a9bbbb79f46e892,81a1ae2a8649c963580016f67a9bbbb79f46e892,Point,49.550363,18.364009,https://www.openstreetmap.org/relation/4568367
Skigebiet Ifen,Austria,Vorarlberg,Mittelberg,operating,yes,no,21,,763,1258,2021,4,1,europe,,,https://openskimap.org/?obj=27a930db3d838e9aa8ce0d4da3ada523dd4ce740,27a930db3d838e9aa8ce0d4da3ada523dd4ce740,Point,47.350347,10.124773,https://www.openstreetmap.org/relation/4590484
Skigebiet Söllereck,Germany,Bavaria,Oberstdorf,operating,yes,no,9,,482,961,1443,9,7,europe,,,https://openskimap.org/?obj=36caeeb99dd1cc8a496f145ee01dbaeb1635545b,36caeeb99dd1cc8a496f145ee01dbaeb1635545b,Point,47.388529,10.242555,https://www.openstreetmap.org/relation/4586651
Lyžařský vlek Visalaje,Czech Republic,Moravian-Silesian Region,Morávka,operating,yes,no,1,,61,719,780,2,2,europe,,https://www.visalajevlek.cz/,https://openskimap.org/?obj=d611596d538522840af2dcaa1039c843689058d1,d611596d538522840af2dcaa1039c843689058d1,Point,49.516143,18.529991,https://www.openstreetmap.org/relation/4604560
Ski areál Palkovice,Czech Republic,Moravian-Silesian Region,Palkovice,operating,yes,no,1,,99,341,440,2,2,europe,,https://www.skipalkovice.cz/,https://openskimap.org/?obj=0c7062e49b3e3cf91a13fa96011621b1d6510743,0c7062e49b3e3cf91a13fa96011621b1d6510743,Point,49.625272,18.315683,https://www.openstreetmap.org/relation/4605658
TJ Radegast Sihly,Czech Republic,Moravian-Silesian Region,Staré Hamry,operating,yes,no,0,,100,676,776,1,1,europe,,http://www.visalaje.cz/areal.php,https://openskimap.org/?obj=d6a46672dab492d8248ecafa1aa1b1e58a6686ff,d6a46672dab492d8248ecafa1aa1b1e58a6686ff,Point,49.533623,18.515846,https://www.openstreetmap.org/relation/4604655
FELA Zlatník,Czech Republic,Moravian-Silesian Region,Krásná,operating,yes,no,1,,104,649,753,2,2,europe,,http://www.fela-zlatnik.cz/,https://openskimap.org/?obj=44d1d0f69ac22917d902e18a332eea3f23f4020f,44d1d0f69ac22917d902e18a332eea3f23f4020f,Point,49.532151,18.49793,https://www.openstreetmap.org/relation/4604572
Ski aerál Skalka,Czech Republic,Moravian-Silesian Region,Vřesina,operating,yes,no,1,,48,250,298,4,4,europe,,http://www.skalkaostrava.com/zima/,https://openskimap.org/?obj=1ec3228458ec749d07b3959f94cd0386e5b35a61,1ec3228458ec749d07b3959f94cd0386e5b35a61,Point,49.81747,18.138379,https://www.openstreetmap.org/relation/4618252
Biocel Zlatník,Czech Republic,Moravian-Silesian Region,Krásná,operating,yes,no,1,,97,646,743,2,2,europe,,http://www.skizlatnik.cz/,https://openskimap.org/?obj=b99e695bf42a9081411bf56eac0ab627fe836ecd,b99e695bf42a9081411bf56eac0ab627fe836ecd,Point,49.536818,18.502362,https://www.openstreetmap.org/relation/4604654
Ski areál Na Čele,Czech Republic,Moravian-Silesian Region,Ostravice,operating,yes,no,1,,98,461,559,2,2,europe,,http://skiostravice.cz/,https://openskimap.org/?obj=4cf9b274e10f95f7711177bd1cf8b202d9a12f0d,4cf9b274e10f95f7711177bd1cf8b202d9a12f0d,Point,49.530613,18.390016,https://www.openstreetmap.org/relation/4610629
"La Contienda, La Contiendako eski pistak",Spain,Navarre,Isaba / Izaba,operating,no,yes,,4,59,1682,1741,,,europe,,http://www.roncalia.com/es/invierno/espacio-nordico/mapa-pistas.phphttp://www.roncalia.com/es/invierno/espacio-nordico/mapa-pistas.php,https://openskimap.org/?obj=2542c49452985ac2ca1103417dda675b65f78a5d,2542c49452985ac2ca1103417dda675b65f78a5d,Point,42.964094,-0.764191,https://www.openstreetmap.org/relation/4639547
Ordino-Arcalis,Andorra,,Ordino,operating,yes,no,27,,677,1945,2622,11,6,europe,,,https://openskimap.org/?obj=066c4b2d821452980329ab1a2fd4aee2d6251231,066c4b2d821452980329ab1a2fd4aee2d6251231,Point,42.628312,1.488935,https://www.openstreetmap.org/relation/4638282
Larra-Belagua,Spain,Navarre,Isaba / Izaba,operating,no,yes,,8,116,1594,1710,,,europe,,,https://openskimap.org/?obj=91a6b4485648f71c027afc739aa0349127fb6846,91a6b4485648f71c027afc739aa0349127fb6846,Point,42.954997,-0.799859,https://www.openstreetmap.org/relation/4639548
Karamanoli,Greece,,Nevropoli Agrafon Municipal Unit,operating,yes,no,0,,30,1508,1538,1,1,europe,,,https://openskimap.org/?obj=4f36253d6ec4fcf7d39d3aa255cf7ec23646c98b,4f36253d6ec4fcf7d39d3aa255cf7ec23646c98b,Point,39.278659,21.678407,https://www.openstreetmap.org/relation/5011965
Turecká,Slovakia,,Banská Bystrica,abandoned,no,no,,,718,656,1374,4,4,europe,,,https://openskimap.org/?obj=2e161e25722523875aa4089bd9e0bbf08324cd3e,2e161e25722523875aa4089bd9e0bbf08324cd3e,Point,48.855948,19.093759,https://www.openstreetmap.org/relation/4814859
Canaro,Andorra,,Soldeu,operating,yes,no,0,,32,1733,1765,2,2,europe,,,https://openskimap.org/?obj=34c3dc543a71495ffe5c7267a898311a3b49014e,34c3dc543a71495ffe5c7267a898311a3b49014e,Point,42.579145,1.660547,https://www.openstreetmap.org/relation/5381952
Neuastenberg Postwiese,Germany,North Rhine-Westphalia,Winterberg,operating,yes,no,7,,106,620,726,9,8,europe,,,https://openskimap.org/?obj=ae66e4c79fc90c872aa7c3e63ddceb4761e5c793,ae66e4c79fc90c872aa7c3e63ddceb4761e5c793,Point,51.164037,8.489483,https://www.openstreetmap.org/relation/5640394
Outdoorski Bergschenhoek,Netherlands,South Holland,Bergschenhoek,operating,yes,no,,,19,-4,15,4,4,europe,,,https://openskimap.org/?obj=9500158d05fca882eccd57e2599bae24924f197d,9500158d05fca882eccd57e2599bae24924f197d,Point,51.975349,4.548252,https://www.openstreetmap.org/relation/5653335
Foyer nordique du Salève,France,Auvergne-Rhône-Alpes,Archamps,operating,no,yes,,18,200,1156,1356,,,europe,,,https://openskimap.org/?obj=39ee405c9056e2564a9944027e29ad040652d500,39ee405c9056e2564a9944027e29ad040652d500,Point,46.104146,6.155391,https://www.openstreetmap.org/relation/5719103
Willingen,Germany,Hesse,Willingen (Upland),operating,yes,no,15,,258,578,836,15,11,europe,,,https://openskimap.org/?obj=c70830347c781dd30d3c692a920fc0ecc6354bb0,c70830347c781dd30d3c692a920fc0ecc6354bb0,Point,51.287551,8.596052,https://www.openstreetmap.org/relation/5640653
Skigebiet Winterloch Heigenbrücken,Germany,Bavaria,Forst Hain im Spessart,operating,yes,yes,1,10,126,336,462,2,2,europe,,https://skiclub-heigenbruecken.de/ski/,https://openskimap.org/?obj=78daccd7ace76577047b5dc37a90fc081bd33f2e,78daccd7ace76577047b5dc37a90fc081bd33f2e,Point,50.012533,9.374414,https://www.openstreetmap.org/relation/5902491
Skigebiet Sauerberg Frammersbach,Germany,Bavaria,Frammersbacher Forst,operating,yes,yes,1,20,97,284,381,1,1,europe,,https://www.tus-frammersbach.de/index.php?id=218,https://openskimap.org/?obj=2367d246f18a6c770c5d9815af2617a72c0ab002,2367d246f18a6c770c5d9815af2617a72c0ab002,Point,50.066389,9.427756,https://www.openstreetmap.org/relation/5902492
,Switzerland,,Les Planchettes,operating,no,yes,,17,214,1057,1271,,,europe,,,https://openskimap.org/?obj=95b3f17c5ad946b5aaea93449dd4844159e1efaf,95b3f17c5ad946b5aaea93449dd4844159e1efaf,Point,47.100965,6.788162,https://www.openstreetmap.org/relation/5828541
Skigebiet am Engländer,Germany,Bavaria,Heigenbrücken,operating,yes,no,2,,55,423,478,4,4,europe,,https://www.englaender-skilifte.de,https://openskimap.org/?obj=9922bd91c284cd7cf0794686da1af455def467ab,9922bd91c284cd7cf0794686da1af455def467ab,Point,50.052113,9.315373,https://www.openstreetmap.org/relation/5902490
Sarajevo Olympic Bobsleigh Track,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,"MZ ""Širokača""",operating,no,no,,,,,,,,europe,Q7422989,,https://openskimap.org/?obj=9c5333bdc3df0aa3d4e722ca05428bff8cdffa2d,9c5333bdc3df0aa3d4e722ca05428bff8cdffa2d,Point,43.841034,18.44266,https://www.openstreetmap.org/relation/5926966
Loipenpark Rotes Moor,Germany,Hesse,Wüstensachsen,operating,no,yes,,126,424,468,892,,,europe,,https://www.loipenpark.de/,https://openskimap.org/?obj=3dd11e6be90d6e0ebc4938d834e0ca28fcc965a7,3dd11e6be90d6e0ebc4938d834e0ca28fcc965a7,Point,50.460521,9.992498,https://www.openstreetmap.org/relation/5928574
Skilifte Alpsteinblick,Switzerland,Appenzell Innerrhoden,Gonten,operating,yes,no,3,,203,887,1090,2,2,europe,,https://www.skilifte-alpsteinblick.ch/,https://openskimap.org/?obj=50fde6201d44abc28b7fb507385622ce82d763f3,50fde6201d44abc28b7fb507385622ce82d763f3,Point,47.316966,9.344625,https://www.openstreetmap.org/relation/6051281
Gap-Bayard,France,Provence-Alpes-Côte d'Azur,Gap,operating,no,yes,,29,150,1190,1340,,,europe,,,https://openskimap.org/?obj=5bf9722a35af0f8bb40b9b9e0cefce7794684644,5bf9722a35af0f8bb40b9b9e0cefce7794684644,Point,44.615803,6.096333,https://www.openstreetmap.org/relation/6048090
Sonnenbergbahn,Austria,Tyrol,Neustift im Stubaital,operating,yes,no,0,,77,1024,1101,1,1,europe,,,https://openskimap.org/?obj=1b21cecdeda7bf3f89a3dc77c86536951a3e19d8,1b21cecdeda7bf3f89a3dc77c86536951a3e19d8,Point,47.097799,11.278793,https://www.openstreetmap.org/relation/5974834
Association Téléski du Salève (A.T.S.),France,Auvergne-Rhône-Alpes,Archamps,operating,yes,no,1,,100,1171,1271,1,1,europe,,,https://openskimap.org/?obj=fe71ed08434a72df2a0712b83e5e4ce07b196a94,fe71ed08434a72df2a0712b83e5e4ce07b196a94,Point,46.117858,6.167588,https://www.openstreetmap.org/relation/6728726
Skigebiet Schwarzer Mann,Germany,Rhineland-Palatinate,Auw bei Prüm,operating,yes,no,1,,86,615,701,2,2,europe,,,https://openskimap.org/?obj=1bac98a7890b668d64fa7ada92d25fe3259520d1,1bac98a7890b668d64fa7ada92d25fe3259520d1,Point,50.263343,6.379028,https://www.openstreetmap.org/relation/6940291
Ruhesitz,Switzerland,Appenzell Innerrhoden,Schwende-Rüte,operating,yes,no,,,764,920,1684,1,,europe,,https://www.ruhesitz.ch/,https://openskimap.org/?obj=71b88748c487559fe9bf045491ca60899f8dd7b6,71b88748c487559fe9bf045491ca60899f8dd7b6,Point,47.296756,9.466008,https://www.openstreetmap.org/relation/6907361
Macugnaga - Belvedere,Italy,Piedmont,Macugnaga,operating,yes,no,7,,513,1374,1887,4,2,europe,,,https://openskimap.org/?obj=105256b07bfe18016de93fae85d0bf3061522be1,105256b07bfe18016de93fae85d0bf3061522be1,Point,45.968058,7.93342,https://www.openstreetmap.org/relation/6888098
Skigebiet Wolfsschlucht,Germany,Rhineland-Palatinate,Prüm,operating,yes,no,0,,66,495,561,1,1,europe,,,https://openskimap.org/?obj=12aae5bca60885b0cddbf748d3f4b5f67cacf4ad,12aae5bca60885b0cddbf748d3f4b5f67cacf4ad,Point,50.228449,6.437391,https://www.openstreetmap.org/relation/6940298
Skigebiet Weißer Stein,Germany,North Rhine-Westphalia,Hellenthal,operating,yes,no,,,57,623,680,2,2,europe,,,https://openskimap.org/?obj=12143efb0b49e16e607ca9ebbbee8f34a19d89d6,12143efb0b49e16e607ca9ebbbee8f34a19d89d6,Point,50.406332,6.382313,https://www.openstreetmap.org/relation/6940333
Skigebiet Niedere (Andelsbuch-Bezau),Austria,Vorarlberg,Bezau,operating,yes,no,5,,504,1199,1703,4,3,europe,,,https://openskimap.org/?obj=4d8598fc6bfc5fe53b2017e5ba153c2c84f94f69,4d8598fc6bfc5fe53b2017e5ba153c2c84f94f69,Point,47.393892,9.932524,https://www.openstreetmap.org/relation/7035169
Ski areál Struhy,Czech Republic,Liberec Region,Turnov,operating,yes,no,0,,37,268,305,1,1,europe,,,https://openskimap.org/?obj=bc573e2000ec9f90aac4481eff81a56c17236d80,bc573e2000ec9f90aac4481eff81a56c17236d80,Point,50.587092,15.175712,https://www.openstreetmap.org/relation/8726816
Pradaschier,Switzerland,,Churwalden,operating,yes,no,8,,974,1247,2221,5,3,europe,,https://www.pradaschier.ch,https://openskimap.org/?obj=ab812531a8b565196d5d6af17d237c49a8c0ac9f,ab812531a8b565196d5d6af17d237c49a8c0ac9f,Point,46.781599,9.523806,https://www.openstreetmap.org/relation/7032659
Valdelinares,Spain,Aragon,Valdelinares,operating,yes,no,9,,234,1746,1980,12,8,europe,,,https://openskimap.org/?obj=f6faf99488990e64ba15017512e03b1b8634abf8,f6faf99488990e64ba15017512e03b1b8634abf8,Point,40.383179,-0.631749,https://www.openstreetmap.org/relation/8534693
Mijoux - La Faucille,France,Auvergne-Rhône-Alpes,Mijoux,operating,yes,no,15,,526,999,1525,6,4,europe,,,https://openskimap.org/?obj=870ba2799629a9b757d90966aa64908a3ce22f70,870ba2799629a9b757d90966aa64908a3ce22f70,Point,46.362971,6.009831,https://www.openstreetmap.org/relation/8075214
Disentis/Mustér,Switzerland,,Disentis/Mustér,operating,yes,no,31,,1543,1223,2766,11,7,europe,,,https://openskimap.org/?obj=d49fb763370f4ddb93f355430d537911de694958,d49fb763370f4ddb93f355430d537911de694958,Point,46.703498,8.805929,https://www.openstreetmap.org/relation/9052056
"Горнолыжный курорт ""Черневская горка""",Russia,Moscow Oblast,Krasnogorsk,operating,yes,no,1,,33,151,184,4,4,europe,,,https://openskimap.org/?obj=fea06ff012504b378ee326e5602407ff13286e26,fea06ff012504b378ee326e5602407ff13286e26,Point,55.839886,37.292705,https://www.openstreetmap.org/relation/9037297
Ski Arlberg,Austria,Tyrol,Pettneu am Arlberg,operating,yes,yes,1,18,624,1144,1768,,,europe,,,https://openskimap.org/?obj=1dc7dcce3657b7b83a9395ed3bdfaf16986c8432,1dc7dcce3657b7b83a9395ed3bdfaf16986c8432,Point,47.146185,10.330314,https://www.openstreetmap.org/relation/9062040
Skiareál Peklák,Czech Republic,Pardubice Region,Česká Třebová,operating,yes,no,1,,155,398,553,2,2,europe,,,https://openskimap.org/?obj=51a9d5df6d693994839d775f49f6ec9a3bc95bd9,51a9d5df6d693994839d775f49f6ec9a3bc95bd9,Point,49.908314,16.429319,https://www.openstreetmap.org/relation/8644291
Flensa,Switzerland,,Seewis im Prättigau,operating,yes,no,1,,191,1014,1205,1,1,europe,,,https://openskimap.org/?obj=1bc68dc9f364cbb5c76f25f229671e41abf1658e,1bc68dc9f364cbb5c76f25f229671e41abf1658e,Point,46.989756,9.628459,https://www.openstreetmap.org/relation/9052148
"Лыжный стадион ""Зоркий""",Russia,Moscow Oblast,,operating,no,yes,,93,106,141,247,,,europe,,,https://openskimap.org/?obj=1ddbec9acc522c781a8fb860188df9f243e22cda,1ddbec9acc522c781a8fb860188df9f243e22cda,Point,55.846092,37.30652,https://www.openstreetmap.org/relation/9035153
Alvaneu,Switzerland,,Albula/Alvra,operating,yes,no,1,,40,1140,1180,1,1,europe,,,https://openskimap.org/?obj=dba91a12256f3eb096fdd4c1252ff22847141757,dba91a12256f3eb096fdd4c1252ff22847141757,Point,46.674281,9.640928,https://www.openstreetmap.org/relation/9067969
Rinerhorn,Switzerland,,Davos,operating,yes,no,25,,1012,1467,2479,7,6,europe,Q15787758,,https://openskimap.org/?obj=f6bd4222e297e614f61284c0b8bed442dd7bad3b,f6bd4222e297e614f61284c0b8bed442dd7bad3b,Point,46.741614,9.804014,https://www.openstreetmap.org/relation/9062014
Lantsch/Lenz,Switzerland,,Lantsch/Lenz,operating,yes,no,1,,91,1291,1382,1,1,europe,,,https://openskimap.org/?obj=4df365bd9ec2692f6ffb23c32d7d2244546a3b02,4df365bd9ec2692f6ffb23c32d7d2244546a3b02,Point,46.684017,9.569677,https://www.openstreetmap.org/relation/9067970
Hoch-Imst,Austria,Tyrol,Imst,operating,yes,no,7,,976,1047,2023,4,2,europe,,,https://openskimap.org/?obj=106ff779bed3c65a2564741a2aedaba3689390d0,106ff779bed3c65a2564741a2aedaba3689390d0,Point,47.250686,10.6942,https://www.openstreetmap.org/relation/9068423
Campra,Switzerland,Ticino,Blenio,operating,no,yes,,15,65,1394,1459,,,europe,,,https://openskimap.org/?obj=ae614c8bdf6b6ecfca5383beba2a1c2f95bac68a,ae614c8bdf6b6ecfca5383beba2a1c2f95bac68a,Point,46.520163,8.878441,https://www.openstreetmap.org/relation/9145910
Gantrisch - Gurnigel,Switzerland,,Rüti bei Riggisberg,operating,yes,no,5,,224,1345,1569,2,2,europe,,,https://openskimap.org/?obj=d011cfc746e834321d4c8f8fd4ffdb21ce106805,d011cfc746e834321d4c8f8fd4ffdb21ce106805,Point,46.724103,7.452669,https://www.openstreetmap.org/relation/9176885
Bürchen - Törbel,Switzerland,,Törbel,operating,yes,no,18,,1000,1507,2507,8,7,europe,,,https://openskimap.org/?obj=e876d1a921e6e04fed57331a03f9f5298a20e069,e876d1a921e6e04fed57331a03f9f5298a20e069,Point,46.254329,7.824149,https://www.openstreetmap.org/relation/9142701
Gatrisch - Selital,Switzerland,,Riffenmatt,operating,yes,no,4,,300,1303,1603,2,2,europe,,,https://openskimap.org/?obj=d134dedf981a206dc73049f1efbaa71d98b35cf7,d134dedf981a206dc73049f1efbaa71d98b35cf7,Point,46.744262,7.392336,https://www.openstreetmap.org/relation/9176888
Nordisches Skizentrum Schlinig,Italy,,Mals - Malles Venosta,operating,no,yes,,8,134,1729,1863,,,europe,,,https://openskimap.org/?obj=ba8ba11effcbfe350d479e1d011f8a11feb4d224,ba8ba11effcbfe350d479e1d011f8a11feb4d224,Point,46.713406,10.461088,https://www.openstreetmap.org/relation/9192812
Gantrisch - Ottenleue,Switzerland,,Guggisberg,operating,yes,no,3,,150,1451,1601,1,1,europe,,,https://openskimap.org/?obj=7277bf74f039a04436b31319dea2f6d3ee519172,7277bf74f039a04436b31319dea2f6d3ee519172,Point,46.735031,7.363947,https://www.openstreetmap.org/relation/9176886
Lombachalp,Switzerland,,Habkern,operating,no,yes,,6,53,1556,1609,,,europe,,,https://openskimap.org/?obj=4a0d875283a83aa0523113b92e33f76cf5193439,4a0d875283a83aa0523113b92e33f76cf5193439,Point,46.756357,7.897396,https://www.openstreetmap.org/relation/9199976
Lyžařský areál Lužná,Czech Republic,,Lužná,operating,yes,no,1,,191,458,649,2,2,europe,,,https://openskimap.org/?obj=1f1c618621dfa7d34127a63c57b3c27bd796b42d,1f1c618621dfa7d34127a63c57b3c27bd796b42d,Point,49.234898,18.013425,https://www.openstreetmap.org/relation/9204969
